id,sender,subject,email_text,label
34562,personal34562@inbox.net,Course Information,Hope you are doing well and having a great week.,Ham
4092,bankingscam4092@mail.com,Win Cash,Security alert detected. Confirm your banking information immediately.,Spam
19862,cryptoscam19862@company.org,Win Cash,Join our crypto platform and start earning guaranteed returns.,Spam
43682,healthcare43682@service.co,Project Update,Please follow the instructions shared by your healthcare provider.,Ham
13228,cryptoscam13228@support.io,Reward Waiting,Limited crypto investment slots available today.,Spam
24737,phishing24737@company.org,Claim Prize,Your email account password is expiring. Update credentials now.,Spam
28099,finance28099@inbox.net,Meeting Reminder,Please review the attached invoice for processing.,Ham
29720,healthcare29720@company.org,Invoice Notice,Your medical report is ready for review.,Ham
20233,shoppingoffers20233@mail.com,Claim Prize,Exclusive discount available on premium products today.,Spam
1954,fakejobs1954@service.co,Reward Waiting,Immediate hiring for online positions with attractive salaries.,Spam
981,lottery981@service.co,Investment Opportunity,Your lucky ticket has been chosen for a cash reward.,Spam
46542,support46542@inbox.net,Meeting Reminder,Your support ticket has been updated by our team.,Ham
14177,bankingscam14177@mail.com,Exclusive Offer,Your bank account requires urgent verification to avoid suspension.,Spam
42523,finance42523@support.io,Invoice Notice,Your monthly account statement is now available.,Ham
47780,healthcare47780@inbox.net,Project Update,Reminder for your upcoming health checkup appointment.,Ham
34769,education34769@company.org,Course Information,The course materials have been uploaded to the portal.,Ham
11557,bankingscam11557@inbox.net,Limited Time Deal,Your bank account requires urgent verification to avoid suspension.,Spam
7957,bankingscam7957@support.io,Claim Prize,Unusual activity found on your account. Verify your details.,Spam
9168,shoppingoffers9168@inbox.net,Exclusive Offer,Exclusive discount available on premium products today.,Spam
33238,education33238@service.co,Project Update,The course materials have been uploaded to the portal.,Ham
45473,support45473@inbox.net,Course Information,Your support ticket has been updated by our team.,Ham
47111,finance47111@inbox.net,Appointment Reminder,Your monthly account statement is now available.,Ham
46651,finance46651@support.io,Invoice Notice,Payment confirmation has been successfully received.,Ham
13476,phishing13476@service.co,Investment Opportunity,Your email account password is expiring. Update credentials now.,Spam
40333,office40333@support.io,Course Information,Please review the project update before tomorrow's meeting.,Ham
12979,shoppingoffers12979@inbox.net,Reward Waiting,Huge seasonal sale with limited-time rewards.,Spam
39939,personal39939@mail.com,Course Information,Looking forward to catching up with you soon.,Ham
26163,finance26163@support.io,Meeting Reminder,Your monthly account statement is now available.,Ham
30327,education30327@company.org,Support Update,Your assignment submission deadline is approaching.,Ham
7374,lottery7374@company.org,Investment Opportunity,Your lucky ticket has been chosen for a cash reward.,Spam
1197,shoppingoffers1197@company.org,Win Cash,Exclusive discount available on premium products today.,Spam
8318,cryptoscam8318@service.co,Limited Time Deal,Join our crypto platform and start earning guaranteed returns.,Spam
22437,bankingscam22437@support.io,Limited Time Deal,Your bank account requires urgent verification to avoid suspension.,Spam
40645,support40645@inbox.net,Meeting Reminder,Your support ticket has been updated by our team.,Ham
27016,education27016@support.io,Invoice Notice,Your assignment submission deadline is approaching.,Ham
15387,phishing15387@service.co,Exclusive Offer,Verify your login information to maintain account access.,Spam
16004,shoppingoffers16004@service.co,Investment Opportunity,Exclusive discount available on premium products today.,Spam
43476,office43476@company.org,Meeting Reminder,Please review the project update before tomorrow's meeting.,Ham
5370,fakejobs5370@support.io,Reward Waiting,Start your dream job from home and get paid weekly.,Spam
37987,support37987@company.org,Appointment Reminder,We have resolved the issue reported in your request.,Ham
1683,shoppingoffers1683@service.co,Limited Time Deal,Exclusive discount available on premium products today.,Spam
16551,phishing16551@mail.com,Limited Time Deal,Verify your login information to maintain account access.,Spam
34986,education34986@company.org,Meeting Reminder,Your assignment submission deadline is approaching.,Ham
28660,finance28660@inbox.net,Appointment Reminder,Your monthly account statement is now available.,Ham
45485,education45485@support.io,Appointment Reminder,Your assignment submission deadline is approaching.,Ham
33467,office33467@mail.com,Meeting Reminder,Please review the project update before tomorrow's meeting.,Ham
36192,support36192@company.org,Meeting Reminder,We have resolved the issue reported in your request.,Ham
39832,finance39832@service.co,Appointment Reminder,Please review the attached invoice for processing.,Ham
41781,healthcare41781@inbox.net,Project Update,Reminder for your upcoming health checkup appointment.,Ham
20819,cryptoscam20819@service.co,Investment Opportunity,Double your investment with this exclusive crypto opportunity.,Spam
24342,lottery24342@company.org,Win Cash,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
3638,fakejobs3638@inbox.net,Investment Opportunity,Start your dream job from home and get paid weekly.,Spam
17184,shoppingoffers17184@inbox.net,Win Cash,Claim your free gift with every purchase while stocks last.,Spam
4983,phishing4983@support.io,Claim Prize,Verify your login information to maintain account access.,Spam
9730,bankingscam9730@mail.com,Limited Time Deal,Your bank account requires urgent verification to avoid suspension.,Spam
28846,finance28846@company.org,Support Update,Please review the attached invoice for processing.,Ham
5094,shoppingoffers5094@service.co,Limited Time Deal,Claim your free gift with every purchase while stocks last.,Spam
8313,phishing8313@service.co,Exclusive Offer,Verify your login information to maintain account access.,Spam
14539,lottery14539@support.io,Investment Opportunity,You have won a grand prize. Complete the claim process now.,Spam
2384,shoppingoffers2384@mail.com,Reward Waiting,Huge seasonal sale with limited-time rewards.,Spam
34408,healthcare34408@mail.com,Project Update,Reminder for your upcoming health checkup appointment.,Ham
23166,shoppingoffers23166@inbox.net,Urgent Verification,Huge seasonal sale with limited-time rewards.,Spam
46352,support46352@company.org,Meeting Reminder,We have resolved the issue reported in your request.,Ham
39283,education39283@support.io,Appointment Reminder,Your assignment submission deadline is approaching.,Ham
33405,support33405@company.org,Meeting Reminder,We have resolved the issue reported in your request.,Ham
24970,lottery24970@inbox.net,Limited Time Deal,Your lucky ticket has been chosen for a cash reward.,Spam
5683,fakejobs5683@service.co,Urgent Verification,Start your dream job from home and get paid weekly.,Spam
43728,finance43728@support.io,Appointment Reminder,Payment confirmation has been successfully received.,Ham
11054,bankingscam11054@mail.com,Investment Opportunity,Security alert detected. Confirm your banking information immediately.,Spam
13302,bankingscam13302@inbox.net,Investment Opportunity,Unusual activity found on your account. Verify your details.,Spam
22980,cryptoscam22980@support.io,Urgent Verification,Limited crypto investment slots available today.,Spam
26965,personal26965@inbox.net,Meeting Reminder,Thank you for your support and assistance.,Ham
36441,education36441@mail.com,Appointment Reminder,Please attend the scheduled academic session.,Ham
28163,office28163@company.org,Invoice Notice,Please review the project update before tomorrow's meeting.,Ham
518,fakejobs518@service.co,Claim Prize,Immediate hiring for online positions with attractive salaries.,Spam
4272,bankingscam4272@mail.com,Limited Time Deal,Your bank account requires urgent verification to avoid suspension.,Spam
3451,bankingscam3451@service.co,Limited Time Deal,Security alert detected. Confirm your banking information immediately.,Spam
47461,office47461@company.org,Support Update,Kindly provide your feedback on the latest proposal.,Ham
37110,education37110@service.co,Project Update,The course materials have been uploaded to the portal.,Ham
13003,lottery13003@company.org,Exclusive Offer,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
46601,finance46601@support.io,Invoice Notice,Please review the attached invoice for processing.,Ham
26122,healthcare26122@inbox.net,Invoice Notice,Your medical report is ready for review.,Ham
18703,phishing18703@mail.com,Claim Prize,A security review requires immediate confirmation of your identity.,Spam
40527,education40527@inbox.net,Invoice Notice,Your assignment submission deadline is approaching.,Ham
6925,fakejobs6925@company.org,Urgent Verification,Immediate hiring for online positions with attractive salaries.,Spam
25152,personal25152@mail.com,Meeting Reminder,Looking forward to catching up with you soon.,Ham
13672,fakejobs13672@company.org,Reward Waiting,Work remotely and earn a high monthly income with no experience.,Spam
40185,healthcare40185@inbox.net,Support Update,Please follow the instructions shared by your healthcare provider.,Ham
37115,personal37115@inbox.net,Appointment Reminder,Thank you for your support and assistance.,Ham
24083,cryptoscam24083@inbox.net,Win Cash,Double your investment with this exclusive crypto opportunity.,Spam
15901,phishing15901@inbox.net,Reward Waiting,Your email account password is expiring. Update credentials now.,Spam
38118,healthcare38118@mail.com,Course Information,Reminder for your upcoming health checkup appointment.,Ham
9388,lottery9388@inbox.net,Investment Opportunity,Your lucky ticket has been chosen for a cash reward.,Spam
5403,phishing5403@mail.com,Limited Time Deal,A security review requires immediate confirmation of your identity.,Spam
46157,support46157@company.org,Meeting Reminder,We have resolved the issue reported in your request.,Ham
21206,cryptoscam21206@company.org,Reward Waiting,Join our crypto platform and start earning guaranteed returns.,Spam
7151,lottery7151@mail.com,Investment Opportunity,You have won a grand prize. Complete the claim process now.,Spam
18414,lottery18414@company.org,Claim Prize,Your lucky ticket has been chosen for a cash reward.,Spam
11654,shoppingoffers11654@inbox.net,Urgent Verification,Exclusive discount available on premium products today.,Spam
39592,support39592@inbox.net,Course Information,We have resolved the issue reported in your request.,Ham
19388,bankingscam19388@company.org,Exclusive Offer,Your bank account requires urgent verification to avoid suspension.,Spam
17164,bankingscam17164@inbox.net,Exclusive Offer,Your bank account requires urgent verification to avoid suspension.,Spam
22417,lottery22417@support.io,Limited Time Deal,Your lucky ticket has been chosen for a cash reward.,Spam
45602,personal45602@company.org,Course Information,Hope you are doing well and having a great week.,Ham
18896,fakejobs18896@service.co,Exclusive Offer,Start your dream job from home and get paid weekly.,Spam
46661,healthcare46661@service.co,Appointment Reminder,Please follow the instructions shared by your healthcare provider.,Ham
26258,finance26258@inbox.net,Support Update,Please review the attached invoice for processing.,Ham
25739,finance25739@support.io,Support Update,Payment confirmation has been successfully received.,Ham
40526,education40526@support.io,Appointment Reminder,The course materials have been uploaded to the portal.,Ham
972,fakejobs972@inbox.net,Reward Waiting,Immediate hiring for online positions with attractive salaries.,Spam
48702,finance48702@inbox.net,Invoice Notice,Please review the attached invoice for processing.,Ham
41670,education41670@service.co,Invoice Notice,Your assignment submission deadline is approaching.,Ham
35057,healthcare35057@mail.com,Meeting Reminder,Your medical report is ready for review.,Ham
23211,fakejobs23211@support.io,Exclusive Offer,Immediate hiring for online positions with attractive salaries.,Spam
3678,lottery3678@service.co,Reward Waiting,Your lucky ticket has been chosen for a cash reward.,Spam
47349,finance47349@service.co,Support Update,Please review the attached invoice for processing.,Ham
49973,education49973@mail.com,Meeting Reminder,Please attend the scheduled academic session.,Ham
20485,bankingscam20485@inbox.net,Reward Waiting,Unusual activity found on your account. Verify your details.,Spam
18553,bankingscam18553@service.co,Reward Waiting,Your bank account requires urgent verification to avoid suspension.,Spam
23007,lottery23007@mail.com,Win Cash,You have won a grand prize. Complete the claim process now.,Spam
49453,support49453@inbox.net,Meeting Reminder,Thank you for contacting customer support.,Ham
48271,office48271@company.org,Invoice Notice,Please review the project update before tomorrow's meeting.,Ham
44802,personal44802@support.io,Meeting Reminder,Thank you for your support and assistance.,Ham
45245,education45245@mail.com,Invoice Notice,Please attend the scheduled academic session.,Ham
12155,bankingscam12155@company.org,Investment Opportunity,Your bank account requires urgent verification to avoid suspension.,Spam
30031,finance30031@inbox.net,Invoice Notice,Your monthly account statement is now available.,Ham
17188,phishing17188@inbox.net,Claim Prize,Verify your login information to maintain account access.,Spam
31602,finance31602@support.io,Project Update,Your monthly account statement is now available.,Ham
18030,bankingscam18030@company.org,Limited Time Deal,Security alert detected. Confirm your banking information immediately.,Spam
12886,cryptoscam12886@support.io,Urgent Verification,Join our crypto platform and start earning guaranteed returns.,Spam
7779,phishing7779@mail.com,Investment Opportunity,Verify your login information to maintain account access.,Spam
16196,bankingscam16196@company.org,Limited Time Deal,Security alert detected. Confirm your banking information immediately.,Spam
15284,phishing15284@company.org,Exclusive Offer,Verify your login information to maintain account access.,Spam
17037,shoppingoffers17037@support.io,Exclusive Offer,Exclusive discount available on premium products today.,Spam
6278,shoppingoffers6278@support.io,Claim Prize,Exclusive discount available on premium products today.,Spam
40854,personal40854@support.io,Support Update,Hope you are doing well and having a great week.,Ham
26806,personal26806@company.org,Appointment Reminder,Hope you are doing well and having a great week.,Ham
16849,fakejobs16849@inbox.net,Investment Opportunity,Immediate hiring for online positions with attractive salaries.,Spam
45152,education45152@service.co,Meeting Reminder,The course materials have been uploaded to the portal.,Ham
37307,finance37307@support.io,Project Update,Please review the attached invoice for processing.,Ham
9537,phishing9537@support.io,Exclusive Offer,A security review requires immediate confirmation of your identity.,Spam
11428,fakejobs11428@mail.com,Reward Waiting,Immediate hiring for online positions with attractive salaries.,Spam
41970,education41970@mail.com,Meeting Reminder,Please attend the scheduled academic session.,Ham
31314,personal31314@company.org,Project Update,Looking forward to catching up with you soon.,Ham
28457,office28457@support.io,Support Update,Kindly provide your feedback on the latest proposal.,Ham
41794,personal41794@company.org,Course Information,Looking forward to catching up with you soon.,Ham
35540,support35540@mail.com,Project Update,Thank you for contacting customer support.,Ham
12876,lottery12876@support.io,Reward Waiting,Your lucky ticket has been chosen for a cash reward.,Spam
44069,office44069@mail.com,Meeting Reminder,The team meeting agenda has been shared for discussion.,Ham
49242,education49242@inbox.net,Support Update,The course materials have been uploaded to the portal.,Ham
36636,education36636@service.co,Meeting Reminder,The course materials have been uploaded to the portal.,Ham
8127,fakejobs8127@support.io,Urgent Verification,Immediate hiring for online positions with attractive salaries.,Spam
9531,shoppingoffers9531@mail.com,Limited Time Deal,Huge seasonal sale with limited-time rewards.,Spam
35234,support35234@company.org,Support Update,Your support ticket has been updated by our team.,Ham
39127,support39127@service.co,Project Update,We have resolved the issue reported in your request.,Ham
22784,cryptoscam22784@service.co,Claim Prize,Limited crypto investment slots available today.,Spam
35918,support35918@inbox.net,Course Information,We have resolved the issue reported in your request.,Ham
17066,phishing17066@inbox.net,Reward Waiting,Verify your login information to maintain account access.,Spam
20609,shoppingoffers20609@support.io,Claim Prize,Huge seasonal sale with limited-time rewards.,Spam
8856,shoppingoffers8856@company.org,Claim Prize,Huge seasonal sale with limited-time rewards.,Spam
3418,shoppingoffers3418@support.io,Limited Time Deal,Exclusive discount available on premium products today.,Spam
41874,healthcare41874@company.org,Invoice Notice,Your medical report is ready for review.,Ham
34377,finance34377@company.org,Support Update,Payment confirmation has been successfully received.,Ham
11160,cryptoscam11160@inbox.net,Win Cash,Limited crypto investment slots available today.,Spam
2712,phishing2712@service.co,Exclusive Offer,Your email account password is expiring. Update credentials now.,Spam
5337,shoppingoffers5337@service.co,Urgent Verification,Exclusive discount available on premium products today.,Spam
3392,fakejobs3392@inbox.net,Reward Waiting,Immediate hiring for online positions with attractive salaries.,Spam
7769,bankingscam7769@mail.com,Investment Opportunity,Your bank account requires urgent verification to avoid suspension.,Spam
4749,phishing4749@service.co,Urgent Verification,Your email account password is expiring. Update credentials now.,Spam
25551,healthcare25551@inbox.net,Support Update,Your medical report is ready for review.,Ham
25402,support25402@service.co,Support Update,Your support ticket has been updated by our team.,Ham
21986,bankingscam21986@support.io,Urgent Verification,Security alert detected. Confirm your banking information immediately.,Spam
15907,lottery15907@inbox.net,Investment Opportunity,Your lucky ticket has been chosen for a cash reward.,Spam
42820,office42820@mail.com,Meeting Reminder,Please review the project update before tomorrow's meeting.,Ham
30585,office30585@company.org,Support Update,Kindly provide your feedback on the latest proposal.,Ham
22635,phishing22635@service.co,Limited Time Deal,Your email account password is expiring. Update credentials now.,Spam
26733,office26733@company.org,Appointment Reminder,Please review the project update before tomorrow's meeting.,Ham
41508,finance41508@inbox.net,Meeting Reminder,Please review the attached invoice for processing.,Ham
34758,support34758@company.org,Invoice Notice,We have resolved the issue reported in your request.,Ham
24568,lottery24568@support.io,Urgent Verification,Your lucky ticket has been chosen for a cash reward.,Spam
10292,fakejobs10292@inbox.net,Exclusive Offer,Immediate hiring for online positions with attractive salaries.,Spam
38752,finance38752@service.co,Meeting Reminder,Your monthly account statement is now available.,Ham
42840,office42840@company.org,Appointment Reminder,Please review the project update before tomorrow's meeting.,Ham
31969,finance31969@mail.com,Meeting Reminder,Your monthly account statement is now available.,Ham
16046,phishing16046@mail.com,Exclusive Offer,Your email account password is expiring. Update credentials now.,Spam
18704,shoppingoffers18704@mail.com,Claim Prize,Exclusive discount available on premium products today.,Spam
15782,lottery15782@service.co,Limited Time Deal,Your lucky ticket has been chosen for a cash reward.,Spam
28791,finance28791@support.io,Invoice Notice,Payment confirmation has been successfully received.,Ham
18702,cryptoscam18702@service.co,Investment Opportunity,Join our crypto platform and start earning guaranteed returns.,Spam
23675,shoppingoffers23675@support.io,Limited Time Deal,Exclusive discount available on premium products today.,Spam
11327,lottery11327@inbox.net,Urgent Verification,Your lucky ticket has been chosen for a cash reward.,Spam
23843,phishing23843@company.org,Urgent Verification,A security review requires immediate confirmation of your identity.,Spam
46479,education46479@mail.com,Course Information,Your assignment submission deadline is approaching.,Ham
7007,phishing7007@mail.com,Reward Waiting,A security review requires immediate confirmation of your identity.,Spam
8782,fakejobs8782@inbox.net,Investment Opportunity,Start your dream job from home and get paid weekly.,Spam
28350,support28350@company.org,Invoice Notice,We have resolved the issue reported in your request.,Ham
15648,cryptoscam15648@mail.com,Reward Waiting,Double your investment with this exclusive crypto opportunity.,Spam
13212,phishing13212@inbox.net,Limited Time Deal,Your email account password is expiring. Update credentials now.,Spam
9272,cryptoscam9272@service.co,Exclusive Offer,Limited crypto investment slots available today.,Spam
21258,lottery21258@support.io,Exclusive Offer,You have won a grand prize. Complete the claim process now.,Spam
35527,healthcare35527@mail.com,Support Update,Reminder for your upcoming health checkup appointment.,Ham
2959,cryptoscam2959@mail.com,Reward Waiting,Limited crypto investment slots available today.,Spam
2732,fakejobs2732@service.co,Claim Prize,Work remotely and earn a high monthly income with no experience.,Spam
40988,support40988@company.org,Project Update,Thank you for contacting customer support.,Ham
48019,education48019@company.org,Meeting Reminder,Please attend the scheduled academic session.,Ham
49717,healthcare49717@inbox.net,Meeting Reminder,Reminder for your upcoming health checkup appointment.,Ham
34395,finance34395@inbox.net,Course Information,Your monthly account statement is now available.,Ham
42350,healthcare42350@inbox.net,Appointment Reminder,Your medical report is ready for review.,Ham
24676,phishing24676@inbox.net,Limited Time Deal,Your email account password is expiring. Update credentials now.,Spam
25078,finance25078@mail.com,Meeting Reminder,Payment confirmation has been successfully received.,Ham
41366,office41366@inbox.net,Appointment Reminder,Kindly provide your feedback on the latest proposal.,Ham
41117,office41117@company.org,Support Update,Please review the project update before tomorrow's meeting.,Ham
40349,office40349@service.co,Support Update,The team meeting agenda has been shared for discussion.,Ham
2212,cryptoscam2212@service.co,Win Cash,Limited crypto investment slots available today.,Spam
49344,support49344@company.org,Project Update,We have resolved the issue reported in your request.,Ham
45760,personal45760@support.io,Meeting Reminder,Thank you for your support and assistance.,Ham
23227,bankingscam23227@service.co,Investment Opportunity,Unusual activity found on your account. Verify your details.,Spam
10494,phishing10494@company.org,Exclusive Offer,Verify your login information to maintain account access.,Spam
21010,fakejobs21010@inbox.net,Claim Prize,Work remotely and earn a high monthly income with no experience.,Spam
19186,cryptoscam19186@service.co,Reward Waiting,Join our crypto platform and start earning guaranteed returns.,Spam
45217,finance45217@inbox.net,Support Update,Please review the attached invoice for processing.,Ham
4488,lottery4488@support.io,Reward Waiting,Your lucky ticket has been chosen for a cash reward.,Spam
31054,finance31054@company.org,Appointment Reminder,Payment confirmation has been successfully received.,Ham
11749,fakejobs11749@inbox.net,Exclusive Offer,Immediate hiring for online positions with attractive salaries.,Spam
46269,personal46269@company.org,Course Information,Hope you are doing well and having a great week.,Ham
15263,cryptoscam15263@mail.com,Win Cash,Join our crypto platform and start earning guaranteed returns.,Spam
3574,bankingscam3574@service.co,Claim Prize,Your bank account requires urgent verification to avoid suspension.,Spam
15253,fakejobs15253@company.org,Exclusive Offer,Work remotely and earn a high monthly income with no experience.,Spam
45409,personal45409@service.co,Course Information,Looking forward to catching up with you soon.,Ham
37270,personal37270@inbox.net,Project Update,Hope you are doing well and having a great week.,Ham
8146,lottery8146@service.co,Urgent Verification,Your lucky ticket has been chosen for a cash reward.,Spam
44648,office44648@support.io,Invoice Notice,Kindly provide your feedback on the latest proposal.,Ham
35436,personal35436@support.io,Appointment Reminder,Looking forward to catching up with you soon.,Ham
35932,education35932@company.org,Invoice Notice,Your assignment submission deadline is approaching.,Ham
48800,healthcare48800@company.org,Project Update,Please follow the instructions shared by your healthcare provider.,Ham
45007,support45007@inbox.net,Appointment Reminder,We have resolved the issue reported in your request.,Ham
39303,support39303@service.co,Project Update,Thank you for contacting customer support.,Ham
6751,cryptoscam6751@company.org,Limited Time Deal,Limited crypto investment slots available today.,Spam
24884,bankingscam24884@inbox.net,Exclusive Offer,Unusual activity found on your account. Verify your details.,Spam
45040,education45040@support.io,Meeting Reminder,Your assignment submission deadline is approaching.,Ham
12910,lottery12910@service.co,Urgent Verification,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
28776,education28776@service.co,Project Update,The course materials have been uploaded to the portal.,Ham
22275,phishing22275@support.io,Win Cash,Verify your login information to maintain account access.,Spam
34983,education34983@company.org,Appointment Reminder,Your assignment submission deadline is approaching.,Ham
3724,shoppingoffers3724@mail.com,Investment Opportunity,Claim your free gift with every purchase while stocks last.,Spam
44856,finance44856@support.io,Support Update,Please review the attached invoice for processing.,Ham
43963,office43963@support.io,Meeting Reminder,The team meeting agenda has been shared for discussion.,Ham
18993,bankingscam18993@support.io,Limited Time Deal,Unusual activity found on your account. Verify your details.,Spam
14535,fakejobs14535@inbox.net,Exclusive Offer,Immediate hiring for online positions with attractive salaries.,Spam
571,shoppingoffers571@service.co,Claim Prize,Huge seasonal sale with limited-time rewards.,Spam
40525,healthcare40525@support.io,Course Information,Your medical report is ready for review.,Ham
47181,personal47181@inbox.net,Meeting Reminder,Looking forward to catching up with you soon.,Ham
8372,bankingscam8372@inbox.net,Win Cash,Security alert detected. Confirm your banking information immediately.,Spam
4449,lottery4449@company.org,Limited Time Deal,You have won a grand prize. Complete the claim process now.,Spam
42608,personal42608@support.io,Appointment Reminder,Hope you are doing well and having a great week.,Ham
344,bankingscam344@support.io,Exclusive Offer,Unusual activity found on your account. Verify your details.,Spam
42095,personal42095@company.org,Invoice Notice,Thank you for your support and assistance.,Ham
3539,cryptoscam3539@service.co,Urgent Verification,Limited crypto investment slots available today.,Spam
30197,personal30197@service.co,Invoice Notice,Looking forward to catching up with you soon.,Ham
3054,bankingscam3054@support.io,Win Cash,Security alert detected. Confirm your banking information immediately.,Spam
37312,education37312@mail.com,Project Update,Please attend the scheduled academic session.,Ham
839,shoppingoffers839@service.co,Investment Opportunity,Huge seasonal sale with limited-time rewards.,Spam
23786,bankingscam23786@inbox.net,Win Cash,Your bank account requires urgent verification to avoid suspension.,Spam
35465,office35465@service.co,Support Update,The team meeting agenda has been shared for discussion.,Ham
12224,fakejobs12224@inbox.net,Claim Prize,Immediate hiring for online positions with attractive salaries.,Spam
4285,fakejobs4285@service.co,Limited Time Deal,Immediate hiring for online positions with attractive salaries.,Spam
29757,personal29757@support.io,Course Information,Thank you for your support and assistance.,Ham
21265,fakejobs21265@service.co,Exclusive Offer,Start your dream job from home and get paid weekly.,Spam
14011,shoppingoffers14011@support.io,Urgent Verification,Exclusive discount available on premium products today.,Spam
35441,education35441@mail.com,Project Update,Your assignment submission deadline is approaching.,Ham
7496,shoppingoffers7496@mail.com,Investment Opportunity,Claim your free gift with every purchase while stocks last.,Spam
43096,healthcare43096@mail.com,Support Update,Your medical report is ready for review.,Ham
16504,bankingscam16504@mail.com,Win Cash,Your bank account requires urgent verification to avoid suspension.,Spam
5748,cryptoscam5748@support.io,Urgent Verification,Join our crypto platform and start earning guaranteed returns.,Spam
24762,fakejobs24762@service.co,Claim Prize,Immediate hiring for online positions with attractive salaries.,Spam
43607,finance43607@service.co,Invoice Notice,Payment confirmation has been successfully received.,Ham
47153,education47153@mail.com,Support Update,Your assignment submission deadline is approaching.,Ham
25257,finance25257@inbox.net,Support Update,Your monthly account statement is now available.,Ham
4618,shoppingoffers4618@mail.com,Urgent Verification,Claim your free gift with every purchase while stocks last.,Spam
36372,support36372@mail.com,Meeting Reminder,Your support ticket has been updated by our team.,Ham
10805,shoppingoffers10805@service.co,Limited Time Deal,Huge seasonal sale with limited-time rewards.,Spam
19636,shoppingoffers19636@company.org,Exclusive Offer,Claim your free gift with every purchase while stocks last.,Spam
28854,support28854@service.co,Support Update,Your support ticket has been updated by our team.,Ham
26120,support26120@support.io,Invoice Notice,Your support ticket has been updated by our team.,Ham
39705,finance39705@company.org,Meeting Reminder,Payment confirmation has been successfully received.,Ham
26998,office26998@inbox.net,Support Update,Please review the project update before tomorrow's meeting.,Ham
32676,support32676@support.io,Support Update,Your support ticket has been updated by our team.,Ham
18082,fakejobs18082@mail.com,Win Cash,Work remotely and earn a high monthly income with no experience.,Spam
3726,shoppingoffers3726@inbox.net,Urgent Verification,Huge seasonal sale with limited-time rewards.,Spam
8306,bankingscam8306@mail.com,Reward Waiting,Unusual activity found on your account. Verify your details.,Spam
48808,finance48808@inbox.net,Project Update,Your monthly account statement is now available.,Ham
46927,healthcare46927@service.co,Appointment Reminder,Your medical report is ready for review.,Ham
35228,healthcare35228@mail.com,Support Update,Please follow the instructions shared by your healthcare provider.,Ham
20759,shoppingoffers20759@service.co,Exclusive Offer,Exclusive discount available on premium products today.,Spam
23943,bankingscam23943@inbox.net,Limited Time Deal,Your bank account requires urgent verification to avoid suspension.,Spam
27303,healthcare27303@service.co,Support Update,Please follow the instructions shared by your healthcare provider.,Ham
28279,healthcare28279@inbox.net,Appointment Reminder,Please follow the instructions shared by your healthcare provider.,Ham
25463,healthcare25463@support.io,Appointment Reminder,Your medical report is ready for review.,Ham
42821,support42821@mail.com,Invoice Notice,Thank you for contacting customer support.,Ham
24371,phishing24371@company.org,Reward Waiting,Your email account password is expiring. Update credentials now.,Spam
38393,personal38393@company.org,Course Information,Thank you for your support and assistance.,Ham
19962,phishing19962@mail.com,Limited Time Deal,Verify your login information to maintain account access.,Spam
44468,healthcare44468@support.io,Invoice Notice,Please follow the instructions shared by your healthcare provider.,Ham
3604,lottery3604@mail.com,Urgent Verification,Your lucky ticket has been chosen for a cash reward.,Spam
4969,shoppingoffers4969@support.io,Limited Time Deal,Exclusive discount available on premium products today.,Spam
19935,bankingscam19935@inbox.net,Reward Waiting,Security alert detected. Confirm your banking information immediately.,Spam
45284,education45284@support.io,Project Update,Your assignment submission deadline is approaching.,Ham
25328,office25328@service.co,Support Update,Kindly provide your feedback on the latest proposal.,Ham
16216,shoppingoffers16216@inbox.net,Win Cash,Claim your free gift with every purchase while stocks last.,Spam
47364,finance47364@inbox.net,Course Information,Payment confirmation has been successfully received.,Ham
37182,healthcare37182@support.io,Project Update,Reminder for your upcoming health checkup appointment.,Ham
37998,personal37998@service.co,Project Update,Thank you for your support and assistance.,Ham
19654,bankingscam19654@service.co,Limited Time Deal,Your bank account requires urgent verification to avoid suspension.,Spam
38632,personal38632@service.co,Course Information,Thank you for your support and assistance.,Ham
41514,support41514@support.io,Support Update,Your support ticket has been updated by our team.,Ham
29985,healthcare29985@inbox.net,Appointment Reminder,Please follow the instructions shared by your healthcare provider.,Ham
31701,support31701@inbox.net,Course Information,Thank you for contacting customer support.,Ham
33514,personal33514@service.co,Invoice Notice,Thank you for your support and assistance.,Ham
10346,bankingscam10346@service.co,Exclusive Offer,Your bank account requires urgent verification to avoid suspension.,Spam
20130,cryptoscam20130@inbox.net,Exclusive Offer,Double your investment with this exclusive crypto opportunity.,Spam
41057,support41057@company.org,Invoice Notice,Your support ticket has been updated by our team.,Ham
13321,bankingscam13321@company.org,Urgent Verification,Your bank account requires urgent verification to avoid suspension.,Spam
14568,shoppingoffers14568@support.io,Investment Opportunity,Claim your free gift with every purchase while stocks last.,Spam
19265,shoppingoffers19265@service.co,Win Cash,Exclusive discount available on premium products today.,Spam
30686,finance30686@mail.com,Meeting Reminder,Payment confirmation has been successfully received.,Ham
20132,fakejobs20132@company.org,Claim Prize,Immediate hiring for online positions with attractive salaries.,Spam
1249,shoppingoffers1249@mail.com,Exclusive Offer,Claim your free gift with every purchase while stocks last.,Spam
